Year,Student_ID,Gender,State,Assignment,Midterm1,Midterm2,Quiz,Total CourseWorkmarks,Final Marks,Total Marks,Grade
2013,474,Female,Terengganu,13,10,10,2,35,23,58,C
2018,475,Male,Sarawak,15,7,5,3,30,36,66,B
2017,476,Female,Kedah,19,9,6,2,36,22,58,C
2018,477,Female,Perak,16,9,10,3,38,26,64,B
2016,478,Male,Negeri Sembilan,15,6,5,2,28,26,54,C
2012,479,Female,Malacca,21,9,6,5,41,27,68,B
2013,480,Female,Perak,14,3,8,2,27,37,64,B
2013,481,Male,Kedah,16,5,6,5,32,38,70,B
2017,482,Male,Sabah,21,8,8,5,42,39,81,A
2019,483,Female,Perlis,20,5,9,1,35,27,62,B
2019,484,Male,Kedah,16,4,9,4,33,37,70,B
2014,485,Male,Penang,18,9,4,2,33,39,72,B
2013,486,Male,Terengganu,17,7,8,3,35,26,61,B
2019,487,Female,Negeri Sembilan,19,6,5,4,34,30,64,B
2015,488,Male,Kelantan,19,9,9,5,42,22,64,B
2014,489,Male,Johor,14,5,8,2,29,27,56,C
2018,490,Male,Malacca,15,7,3,2,27,40,67,B
2018,491,Male,Perlis,17,10,3,5,35,31,66,B
2017,492,Female,Sarawak,19,10,6,2,37,40,77,B
2015,493,Male,Sabah,19,4,6,2,31,29,60,B
2015,494,Female,Terengganu,20,5,4,5,34,31,65,B
2016,495,Female,Pahang,21,6,10,3,40,38,78,B
2013,496,Female,Perlis,19,9,4,1,33,33,66,B
2018,497,Female,Kedah,15,10,3,3,31,23,54,C
2019,498,Female,Kelantan,17,3,10,2,32,34,66,B
2012,499,Female,Sabah,13,9,4,2,28,39,67,B
2013,500,Female,Penang,21,9,6,5,41,36,77,B
2017,501,Male,Malacca,13,5,7,3,28,22,50,C
2019,502,Female,Malacca,13,4,4,4,25,27,52,C
2013,503,Male,Kedah,19,10,9,5,43,28,71,B
2014,504,Male,Pahang,21,5,6,2,34,23,57,C
2014,505,Female,Kelantan,19,7,7,4,37,39,76,B
2018,506,Female,Terengganu,15,4,4,2,25,22,47,F
2017,507,Male,Sabah,13,5,8,3,29,35,64,B
2013,508,Female,Terengganu,13,7,9,3,32,38,70,B
2013,509,Male,Malacca,19,10,6,3,38,35,73,B
2013,510,Male,Pahang,19,5,7,5,36,31,67,B
2012,511,Female,Penang,13,8,10,2,33,37,70,B
2018,512,Male,Perlis,17,9,7,3,36,32,68,B
2016,513,Male,Kedah,20,10,3,5,38,38,76,B
2018,514,Female,Selangor,17,5,4,3,29,26,55,C
2012,515,Female,Sabah,20,8,3,2,33,34,67,B
2016,516,Female,Malacca,18,5,6,4,33,37,70,B
2017,517,Female,Kedah,19,8,9,5,41,31,72,B
2017,518,Female,Perlis,14,10,3,5,32,27,59,C
2012,519,Male,Selangor,21,4,8,4,37,32,69,B
2017,520,Female,Kelantan,13,7,10,4,34,24,58,C
2016,521,Male,Penang,18,9,7,5,39,26,65,B
2018,522,Female,Negeri Sembilan,19,8,10,2,39,22,61,B
2017,523,Male,Penang,20,5,8,4,37,39,76,B
2018,524,Female,Perlis,14,8,10,1,33,34,67,B
2019,525,Female,Pahang,20,10,6,3,39,31,70,B
2017,526,Male,Kedah,16,5,7,3,31,25,56,C
2015,527,Female,Perlis,18,5,8,2,33,25,58,C
2012,528,Male,Sarawak,13,5,4,5,27,32,59,C
2017,529,Female,Terengganu,16,9,9,3,37,25,62,B
2015,530,Male,Terengganu,13,10,4,1,28,32,60,B
2012,531,Female,Perlis,19,8,6,4,37,30,67,B
2019,532,Male,Negeri Sembilan,20,6,9,4,39,31,70,B
2014,533,Female,Sabah,18,7,6,4,35,24,59,C
2019,534,Female,Negeri Sembilan,14,6,3,5,28,31,59,C
2015,535,Male,Kedah,20,10,3,1,34,31,65,B
2016,536,Female,Penang,20,4,3,5,32,36,68,B
2016,537,Male,Selangor,19,6,7,3,35,31,66,B
2015,538,Female,Penang,20,3,6,3,32,39,71,B
2019,539,Female,Pahang,14,3,7,3,27,31,58,C
2017,540,Female,Negeri Sembilan,19,4,5,1,29,31,60,B
2013,541,Female,Pahang,13,10,7,5,35,40,75,B
2017,542,Female,Johor,18,5,9,5,37,26,63,B
2016,543,Female,Malacca,21,5,6,3,35,33,68,B
2019,544,Male,Johor,14,5,3,1,23,35,58,C
2016,545,Male,Johor,20,5,4,2,31,27,58,C
2019,546,Male,Terengganu,14,5,7,4,30,27,57,C
2012,547,Male,Terengganu,15,4,5,4,28,39,67,B
2019,548,Male,Selangor,19,6,5,5,35,31,66,B
2013,549,Female,Kelantan,17,7,10,5,39,31,70,B
2016,550,Female,Perlis,14,7,3,4,28,34,62,B
2018,551,Female,Kedah,15,6,6,3,30,23,53,C
2015,552,Male,Sarawak,21,10,5,1,37,38,75,B
2018,553,Male,Perlis,15,3,7,1,26,26,52,C
2014,554,Female,Sarawak,13,3,10,4,30,30,60,B
2019,555,Female,Johor,16,5,6,2,29,34,63,B
2016,556,Female,Selangor,15,4,7,3,29,22,51,C
2015,557,Male,Selangor,17,4,9,3,33,30,63,B
2014,558,Female,Malacca,17,10,3,2,32,25,57,C
2018,559,Female,Negeri Sembilan,14,5,8,4,31,38,69,B
2015,560,Male,Terengganu,21,6,10,5,42,35,77,B
2016,561,Female,Perlis,14,5,5,1,25,34,59,C
2017,562,Male,Terengganu,15,7,7,5,34,29,63,B
2014,563,Female,Negeri Sembilan,19,4,5,5,33,25,58,C
2015,564,Male,Perlis,17,9,6,3,35,27,62,B
2015,565,Male,Terengganu,20,7,9,4,40,32,72,B
2015,566,Female,Perak,15,10,10,3,38,27,65,B
2016,567,Female,Sabah,19,3,10,3,35,22,57,C
2014,568,Female,Malacca,19,8,7,1,35,33,68,B
2012,569,Female,Pahang,13,10,9,5,37,26,63,B
2012,570,Male,Kelantan,17,10,8,5,40,35,75,B
2012,571,Female,Perlis,21,6,3,5,35,23,58,C
2013,572,Female,Penang,20,3,7,2,32,35,67,B
2016,573,Female,Penang,13,7,3,1,24,33,57,C
2016,574,Female,Johor,19,5,6,4,34,32,66,B
2015,575,Male,Sabah,13,9,10,4,36,25,61,B
2014,576,Female,Perlis,15,10,9,3,37,40,77,B
2012,577,Female,Perak,14,4,4,2,24,24,48,F
2015,578,Male,Perlis,19,6,9,1,35,28,63,B
2014,579,Male,Negeri Sembilan,16,7,8,5,36,27,63,B
2014,580,Female,Kelantan,21,3,10,2,36,25,61,B
2016,581,Female,Kedah,21,9,5,4,39,23,62,B
2014,582,Female,Sarawak,21,6,6,2,35,24,59,C
2013,583,Male,Sarawak,19,7,5,3,34,35,69,B
2013,584,Male,Sabah,21,4,3,4,32,31,63,B
2015,585,Male,Perak,21,6,10,1,38,36,74,B
2017,586,Female,Penang,19,8,5,5,37,24,61,B
2017,587,Female,Perlis,13,7,6,4,30,30,60,B
2012,588,Male,Negeri Sembilan,20,5,5,1,31,34,65,B
2013,589,Female,Terengganu,19,4,9,2,34,33,67,B
2015,590,Male,Sarawak,13,8,7,2,30,32,62,B
2018,591,Male,Perak,15,8,3,4,30,33,63,B
2012,592,Male,Malacca,18,9,3,5,35,24,59,C
2012,593,Male,Terengganu,20,9,10,4,43,32,75,B
2018,594,Male,Penang,13,6,9,5,33,24,57,C
2019,595,Male,Penang,21,6,3,1,31,37,68,B
2019,596,Male,Penang,20,4,8,4,36,36,72,B
2015,597,Female,Kelantan,21,3,9,1,34,26,60,B
2013,598,Female,Kelantan,14,6,7,2,29,32,61,B
2016,599,Female,Perak,19,10,5,5,39,31,70,B
2018,600,Male,Sarawak,13,3,6,3,25,32,57,C
2015,601,Male,Sabah,16,3,9,5,33,29,62,B
2012,602,Male,Perlis,18,8,3,2,31,25,56,C
2012,603,Female,Terengganu,13,4,7,2,26,34,60,B
2015,604,Male,Pahang,14,4,9,5,32,36,68,B
2015,605,Male,Perak,16,9,9,1,35,40,75,B
2014,606,Male,Kedah,21,9,7,2,39,32,71,B
2016,607,Male,Kelantan,14,8,4,3,29,29,58,C
2012,608,Male,Perlis,20,6,3,2,31,29,60,B
2018,609,Male,Pahang,18,5,5,4,32,24,56,C
2017,610,Female,Perak,19,4,6,5,34,34,68,B
2018,611,Female,Penang,16,6,10,2,34,35,69,B
2017,612,Male,Johor,16,7,5,3,31,39,70,B
2015,613,Female,Kelantan,18,6,3,3,30,37,67,B
2017,614,Male,Terengganu,21,5,8,4,38,40,78,B
2016,615,Male,Penang,17,6,6,5,34,33,67,B
2012,616,Male,Negeri Sembilan,17,10,5,1,33,39,72,B
2013,617,Female,Perlis,17,6,4,3,30,31,61,B
2018,618,Female,Sabah,14,4,5,4,27,24,51,C
2019,619,Female,Perak,18,9,8,4,39,24,63,B
2018,620,Male,Kelantan,14,3,4,4,25,31,56,C
2017,621,Male,Penang,13,5,9,3,30,35,65,B
2014,622,Male,Perak,19,9,3,3,34,28,62,B
2017,623,Male,Johor,16,5,4,3,28,38,66,B
2014,624,Male,Perak,16,8,10,5,39,36,75,B
2016,625,Male,Kelantan,19,4,10,2,35,25,60,B
2012,626,Male,Johor,18,8,8,1,35,25,60,B
2015,627,Male,Sabah,13,7,5,2,27,32,59,C
2013,628,Male,Negeri Sembilan,16,4,4,4,28,30,58,C
2017,629,Male,Perlis,15,3,7,4,29,29,58,C
2019,630,Male,Sarawak,15,3,10,4,32,36,68,B
2014,631,Male,Johor,21,7,5,1,34,27,61,B
2012,632,Female,Johor,14,4,8,5,31,24,55,C
2017,633,Female,Penang,20,7,6,2,35,32,67,B
2016,634,Male,Selangor,16,4,6,4,30,33,63,B
2012,635,Female,Kedah,14,9,4,1,28,26,54,C
2015,636,Male,Penang,17,10,10,1,38,38,76,B
2017,637,Male,Perak,14,5,3,2,24,35,59,C
2015,638,Male,Terengganu,15,9,6,3,33,34,67,B
2012,639,Female,Penang,21,10,4,2,37,38,75,B
2012,640,Female,Selangor,13,6,10,1,30,34,64,B
2014,641,Female,Sarawak,18,6,8,1,33,36,69,B
2018,642,Male,Sabah,18,8,7,5,38,29,67,B
2018,643,Female,Terengganu,18,3,9,2,32,37,69,B
2019,644,Male,Perak,20,7,6,4,37,38,75,B
2015,645,Female,Malacca,18,7,8,4,37,32,69,B
2013,646,Male,Sabah,15,8,8,3,34,27,61,B
2014,647,Female,Negeri Sembilan,15,9,7,2,33,31,64,B
2018,648,Female,Johor,21,3,6,5,35,38,73,B
2018,649,Male,Kelantan,17,9,9,5,40,30,70,B
2019,650,Male,Sarawak,18,10,5,3,36,31,67,B
2017,651,Male,Selangor,18,4,9,4,35,39,74,B
2017,652,Male,Perlis,16,8,10,3,37,38,75,B
2017,653,Male,Kedah,19,4,3,4,30,31,61,B
2016,654,Male,Kelantan,17,3,8,3,31,23,54,C
2012,655,Female,Malacca,20,6,7,1,34,25,59,C
2012,656,Female,Perlis,13,9,3,4,29,27,56,C
2018,657,Male,Perlis,15,4,7,1,27,27,54,C
2015,658,Male,Pahang,21,8,3,2,34,27,61,B
2017,659,Male,Kedah,13,4,7,2,26,35,61,B
2019,660,Female,Kelantan,16,5,9,3,33,29,62,B
2012,661,Female,Pahang,13,5,6,2,26,30,56,C
2016,662,Male,Kedah,16,8,3,1,28,36,64,B
2014,663,Female,Sarawak,19,6,10,4,39,23,62,B
2012,664,Female,Selangor,17,4,6,1,28,37,65,B
2012,665,Male,Pahang,20,7,10,3,40,37,77,B
2013,666,Female,Selangor,15,5,3,2,25,26,51,C
2014,667,Male,Negeri Sembilan,14,9,7,2,32,39,71,B
2014,668,Female,Sabah,18,5,7,3,33,36,69,B
2018,669,Male,Perlis,17,5,5,4,31,22,53,C
2016,670,Female,Sarawak,15,3,5,5,28,30,58,C
2015,671,Male,Sarawak,17,4,5,5,31,22,53,C
2019,672,Female,Perlis,21,7,10,1,39,37,76,B
2015,673,Female,Pahang,20,7,8,5,40,30,70,B
2015,674,Female,Negeri Sembilan,13,7,8,5,33,38,71,B
2013,675,Female,Selangor,21,5,8,5,39,26,65,B
2019,676,Female,Negeri Sembilan,16,5,5,5,31,28,59,C
2017,677,Male,Johor,16,10,4,4,34,33,67,B
2019,678,Female,Selangor,16,10,10,5,41,31,72,B
2012,679,Female,Perak,14,5,5,4,28,22,50,C
2013,680,Male,Kedah,18,4,3,3,28,40,68,B
2015,681,Female,Negeri Sembilan,21,8,3,3,35,30,65,B
2014,682,Male,Selangor,13,9,4,3,29,37,66,B
2016,683,Male,Kelantan,14,10,8,4,36,23,59,C
2017,684,Male,Kedah,17,9,9,2,37,25,62,B
2012,685,Male,Sarawak,20,7,8,4,39,29,68,B
2017,686,Male,Malacca,19,8,6,1,34,31,65,B
2018,687,Female,Sarawak,14,7,7,3,31,40,71,B
2013,688,Male,Perak,16,7,9,2,34,28,62,B
2012,689,Female,Kedah,18,5,5,2,30,37,67,B
2012,690,Male,Sabah,15,4,9,5,33,32,65,B
2012,691,Female,Perlis,17,5,4,5,31,30,61,B
2019,692,Female,Negeri Sembilan,19,10,4,1,34,40,74,B
2016,693,Female,Kedah,17,4,6,5,32,24,56,C
2019,694,Male,Selangor,21,4,8,5,38,24,62,B
2019,695,Male,Malacca,16,3,4,5,28,22,50,C
2015,696,Female,Terengganu,13,3,4,3,23,38,61,B
2015,697,Female,Selangor,17,8,5,1,31,39,70,B
2015,698,Female,Perlis,21,6,9,3,39,30,69,B
2018,699,Female,Kelantan,19,9,6,1,35,35,70,B
2014,700,Male,Selangor,14,10,4,5,33,31,64,B
2019,701,Female,Perlis,15,8,9,2,34,22,56,C
2017,702,Female,Kelantan,13,7,10,4,34,31,65,B
2019,703,Female,Johor,20,4,9,2,35,28,63,B
2012,704,Male,Sarawak,21,8,8,1,38,39,77,B
2017,705,Male,Perlis,20,3,6,2,31,23,54,C
2015,706,Male,Terengganu,20,10,4,2,36,26,62,B
2014,707,Male,Perak,18,8,3,2,31,38,69,B
2013,708,Female,Kedah,18,9,10,3,40,33,73,B
2018,709,Female,Selangor,15,8,8,3,34,29,63,B
2014,710,Female,Negeri Sembilan,14,5,10,2,31,24,55,C
2015,711,Male,Pahang,21,10,8,2,41,29,70,B
2015,712,Female,Perak,21,3,10,2,36,38,74,B
2013,713,Female,Johor,21,9,10,1,41,40,81,A
2012,714,Female,Perak,15,10,4,5,34,33,67,B
2014,715,Male,Terengganu,21,10,8,1,40,38,78,B
2015,716,Male,Perak,18,5,10,3,36,39,75,B
2017,717,Male,Johor,16,4,6,2,28,34,62,B
2016,718,Male,Kelantan,14,6,3,3,26,32,58,C
2016,719,Male,Perak,13,5,3,4,25,25,50,C
2018,720,Male,Kelantan,20,8,10,5,43,39,82,A
2013,721,Female,Sarawak,17,4,4,5,30,31,61,B
2019,722,Male,Terengganu,17,7,4,4,32,35,67,B
2014,723,Male,Perlis,15,3,3,1,22,40,62,B
2012,724,Female,Pahang,14,6,5,1,26,32,58,C
2019,725,Male,Penang,21,7,10,2,40,26,66,B
2019,726,Male,Negeri Sembilan,21,7,7,3,38,23,61,B
2014,727,Female,Penang,19,10,3,4,36,26,62,B
2018,728,Female,Sarawak,17,3,6,3,29,29,58,C
2015,729,Male,Perak,21,10,10,1,42,22,64,B
2013,730,Male,Pahang,18,5,6,4,33,29,62,B
2013,731,Male,Terengganu,15,5,8,4,32,27,59,C
2014,732,Male,Perlis,13,5,10,5,33,39,72,B
2016,733,Female,Malacca,21,6,10,2,39,27,66,B
2012,734,Male,Malacca,14,4,3,4,25,27,52,C
2015,735,Male,Penang,16,3,3,4,26,32,58,C
2014,736,Male,Perlis,20,9,8,1,38,32,70,B
2016,737,Male,Negeri Sembilan,18,7,7,5,37,34,71,B
2018,738,Male,Penang,21,7,5,2,35,37,72,B
2016,739,Female,Kelantan,14,10,3,5,32,30,62,B
2019,740,Male,Perlis,17,6,3,5,31,37,68,B
2018,741,Male,Selangor,19,4,3,3,29,33,62,B
2013,742,Female,Terengganu,14,7,8,3,32,27,59,C
2013,743,Male,Selangor,14,6,5,1,26,38,64,B
2013,744,Female,Kelantan,16,6,3,5,30,33,63,B
2017,745,Male,Sarawak,15,7,6,4,32,33,65,B
2014,746,Female,Perlis,18,10,4,5,37,25,62,B
2018,747,Female,Kedah,16,10,4,5,35,39,74,B
2015,748,Female,Perak,13,3,7,5,28,37,65,B
2013,749,Male,Perak,20,6,3,2,31,22,53,C
2013,750,Female,Sarawak,16,5,6,1,28,26,54,C
2018,751,Female,Kedah,17,7,6,4,34,38,72,B
2015,752,Male,Pahang,14,10,4,1,29,33,62,B
2017,753,Male,Malacca,18,3,10,2,33,29,62,B
2014,754,Male,Kelantan,13,5,7,3,28,35,63,B
2015,755,Female,Kelantan,17,8,5,2,32,31,63,B
2015,756,Male,Perlis,20,5,7,4,36,35,71,B
2018,757,Male,Perak,15,3,3,2,23,33,56,C
2018,758,Male,Selangor,18,9,5,2,34,27,61,B
2012,759,Female,Sabah,19,5,10,4,38,31,69,B
2013,760,Male,Perak,14,4,4,3,25,23,48,F
2013,761,Female,Pahang,13,7,10,3,33,29,62,B
2012,762,Female,Sarawak,20,3,6,4,33,35,68,B
2014,763,Male,Johor,13,6,3,1,23,29,52,C
2015,764,Male,Malacca,18,8,6,4,36,38,74,B
2015,765,Female,Sarawak,14,9,3,5,31,39,70,B
2015,766,Male,Perlis,20,6,9,1,36,40,76,B
2014,767,Female,Perlis,20,8,6,4,38,23,61,B
2014,768,Male,Johor,21,10,8,2,41,24,65,B
2019,769,Female,Johor,20,5,8,5,38,23,61,B
2018,770,Male,Johor,18,5,8,2,33,34,67,B
2014,771,Male,Sabah,13,3,9,3,28,25,53,C
2012,772,Male,Perlis,21,7,7,1,36,40,76,B
2015,773,Male,Perlis,13,3,3,1,20,40,60,B
2013,774,Male,Kelantan,21,10,8,1,40,31,71,B
2018,775,Female,Kedah,17,8,7,4,36,24,60,B
2019,776,Female,Negeri Sembilan,14,7,4,5,30,24,54,C
2016,777,Male,Selangor,14,8,10,2,34,30,64,B
2017,778,Female,Penang,15,4,5,2,26,24,50,C
2016,779,Female,Penang,13,7,7,2,29,34,63,B
2019,780,Female,Kelantan,21,4,4,3,32,23,55,C
2015,781,Female,Sarawak,21,5,10,4,40,33,73,B
2012,782,Female,Perlis,17,9,9,3,38,32,70,B
2016,783,Male,Selangor,14,3,9,5,31,34,65,B
2013,784,Male,Sabah,14,3,9,2,28,25,53,C
2019,785,Male,Selangor,13,10,3,2,28,31,59,C
2015,786,Male,Penang,17,3,10,2,32,28,60,B
2018,787,Female,Penang,14,4,8,5,31,34,65,B
2012,788,Male,Pahang,15,8,8,2,33,24,57,C
2019,789,Female,Sarawak,20,4,8,5,37,30,67,B
2012,790,Male,Kedah,13,5,8,1,27,31,58,C
2018,791,Female,Selangor,15,4,8,2,29,24,53,C
2013,792,Male,Sarawak,15,9,6,1,31,39,70,B
2014,793,Male,Sabah,18,3,3,2,26,32,58,C
2016,794,Male,Kelantan,15,4,4,2,25,26,51,C
2014,795,Male,Perlis,16,9,9,3,37,38,75,B
2017,796,Female,Terengganu,21,5,5,1,32,33,65,B
2012,797,Female,Pahang,16,10,5,4,35,28,63,B
2018,798,Female,Negeri Sembilan,19,3,8,2,32,30,62,B
2016,799,Female,Kelantan,13,9,9,3,34,32,66,B
2013,800,Female,Sarawak,17,6,6,4,33,35,68,B
2016,801,Female,Malacca,16,5,8,4,33,40,73,B
2012,802,Female,Sarawak,14,8,7,3,32,29,61,B
2012,803,Male,Sarawak,18,10,3,2,33,38,71,B
2018,804,Female,Johor,20,8,8,5,41,23,64,B
2015,805,Female,Terengganu,19,3,5,4,31,35,66,B
2019,806,Female,Terengganu,18,3,9,5,35,40,75,B
2017,807,Male,Sabah,17,8,4,1,30,37,67,B
2015,808,Male,Selangor,21,7,6,1,35,34,69,B
2014,809,Female,Penang,21,9,5,2,37,25,62,B
2018,810,Female,Negeri Sembilan,14,3,4,1,22,40,62,B
2012,811,Male,Terengganu,13,8,4,1,26,30,56,C
2013,812,Male,Kelantan,19,5,10,4,38,36,74,B
2015,813,Male,Pahang,20,6,7,3,36,34,70,B
2015,814,Male,Perlis,19,3,7,1,30,30,60,B
2016,815,Female,Kedah,17,5,7,5,34,26,60,B
2016,816,Female,Perak,17,9,8,1,35,28,63,B
2013,817,Male,Johor,17,9,10,1,37,34,71,B
2014,818,Male,Sarawak,17,7,4,2,30,37,67,B
2016,819,Female,Sarawak,21,7,8,5,41,28,69,B
2013,820,Female,Kelantan,19,10,6,5,40,38,78,B
2014,821,Female,Johor,21,6,8,4,39,37,76,B
2016,822,Female,Kedah,15,9,5,4,33,22,55,C
2018,823,Female,Sabah,20,4,4,4,32,27,59,C
2013,824,Male,Perak,13,3,6,1,23,38,61,B
2012,825,Male,Johor,13,5,8,1,27,40,67,B
2012,826,Male,Pahang,14,4,6,1,25,23,48,F
2015,827,Female,Negeri Sembilan,15,6,3,3,27,23,50,C
2013,828,Female,Terengganu,18,6,3,5,32,31,63,B
2015,829,Female,Perak,19,7,6,1,33,23,56,C
2014,830,Male,Terengganu,19,10,7,4,40,28,68,B
2014,831,Female,Sabah,13,6,10,4,33,34,67,B
2019,832,Female,Malacca,16,8,7,2,33,30,63,B
2018,833,Male,Perlis,18,3,7,1,29,40,69,B
2019,834,Male,Perlis,17,8,10,4,39,25,64,B
2015,835,Female,Pahang,17,5,3,2,27,35,62,B
2018,836,Female,Negeri Sembilan,20,5,3,5,33,36,69,B
2017,837,Male,Pahang,20,6,4,5,35,32,67,B
2016,838,Female,Perak,18,8,3,4,33,22,55,C
2018,839,Male,Pahang,21,9,5,4,39,29,68,B
2013,840,Female,Terengganu,18,8,6,3,35,34,69,B
2016,841,Male,Sarawak,21,7,8,4,40,30,70,B
2016,842,Male,Sarawak,21,10,6,3,40,35,75,B
2018,843,Male,Malacca,19,5,3,5,32,27,59,C
2013,844,Male,Pahang,14,4,3,4,25,35,60,B
2017,845,Male,Terengganu,15,8,10,1,34,36,70,B
2016,846,Female,Negeri Sembilan,21,7,6,2,36,33,69,B
2013,847,Male,Johor,14,5,6,5,30,39,69,B
2013,848,Male,Sabah,13,10,10,4,37,34,71,B
2017,849,Male,Johor,14,9,10,1,34,22,56,C
2018,850,Male,Penang,18,5,10,3,36,28,64,B
2016,851,Male,Terengganu,16,7,3,4,30,31,61,B
2014,852,Male,Johor,13,10,4,2,29,25,54,C
2019,853,Male,Sarawak,13,4,4,4,25,32,57,C
2019,854,Female,Sabah,14,5,3,5,27,22,49,F
2019,855,Female,Pahang,13,3,3,2,21,35,56,C
2018,856,Female,Malacca,16,7,5,1,29,31,60,B
2016,857,Female,Perlis,14,9,3,1,27,22,49,F
2012,858,Male,Sabah,15,3,8,5,31,28,59,C
2019,859,Female,Pahang,18,10,9,4,41,34,75,B
2016,860,Female,Sabah,21,7,9,1,38,28,66,B
2013,861,Female,Malacca,14,3,10,5,32,35,67,B
2015,862,Male,Pahang,21,5,3,3,32,33,65,B
2015,863,Female,Negeri Sembilan,21,6,4,5,36,36,72,B
2016,864,Female,Kelantan,14,5,4,4,27,29,56,C
2016,865,Male,Negeri Sembilan,21,4,4,1,30,25,55,C
2013,866,Male,Kelantan,13,10,5,4,32,39,71,B
2014,867,Female,Johor,16,4,6,1,27,25,52,C
2014,868,Female,Penang,15,7,3,1,26,24,50,C
2015,869,Female,Perak,16,5,10,2,33,40,73,B
2019,870,Female,Malacca,14,5,9,4,32,39,71,B
2018,871,Female,Johor,20,6,3,4,33,35,68,B
2019,872,Female,Johor,14,5,9,4,32,29,61,B
2016,873,Female,Pahang,21,4,3,3,31,38,69,B
2016,874,Male,Selangor,20,8,4,1,33,26,59,C
2016,875,Male,Sabah,14,9,5,5,33,25,58,C
2014,876,Male,Kelantan,15,9,8,3,35,38,73,B
2014,877,Female,Sarawak,14,9,5,4,32,33,65,B
2015,878,Male,Sabah,17,9,4,1,31,36,67,B
2019,879,Male,Selangor,15,3,9,2,29,26,55,C
2013,880,Female,Selangor,13,8,3,1,25,23,48,F
2015,881,Female,Kelantan,17,4,7,1,29,23,52,C
2013,882,Female,Penang,21,6,7,4,38,23,61,B
2015,883,Female,Kelantan,14,7,6,4,31,39,70,B
2019,884,Male,Terengganu,15,9,6,5,35,37,72,B
2012,885,Female,Perlis,19,6,4,5,34,23,57,C
2017,886,Female,Perlis,17,6,5,4,32,28,60,B
2019,887,Female,Johor,14,7,9,1,31,40,71,B
2013,888,Female,Sarawak,14,7,7,2,30,24,54,C
2015,889,Female,Malacca,19,6,3,5,33,32,65,B
2012,890,Male,Sarawak,17,10,3,4,34,22,56,C
2014,891,Female,Sabah,18,4,4,4,30,32,62,B
2012,892,Male,Terengganu,20,10,8,3,41,35,76,B
2012,893,Male,Perak,14,6,7,1,28,40,68,B
2019,894,Female,Negeri Sembilan,14,4,4,2,24,35,59,C
2012,895,Female,Malacca,14,9,8,4,35,40,75,B
2017,896,Female,Kelantan,14,6,4,2,26,33,59,C
2017,897,Female,Sarawak,20,4,3,1,28,31,59,C
2017,898,Male,Pahang,14,3,7,3,27,24,51,C
2018,899,Female,Johor,13,6,8,4,31,35,66,B
2016,900,Female,Malacca,19,5,7,5,36,24,60,B
2016,901,Male,Pahang,14,9,3,3,29,39,68,B
2017,902,Male,Selangor,18,9,10,3,40,34,74,B
2012,903,Female,Malacca,16,3,6,3,28,37,65,B
2015,904,Male,Johor,21,3,6,4,34,22,56,C
2016,905,Female,Malacca,18,9,10,4,41,29,70,B
2016,906,Female,Johor,20,8,7,5,40,25,65,B
2012,907,Female,Sarawak,19,3,3,2,27,38,65,B
2014,908,Male,Pahang,13,6,3,5,27,23,50,C
2012,909,Female,Sabah,21,3,9,5,38,37,75,B
2016,910,Male,Selangor,18,5,7,5,35,22,57,C
2013,911,Male,Selangor,21,5,10,5,41,29,70,B
2015,912,Female,Negeri Sembilan,14,10,8,1,33,40,73,B
2013,913,Female,Negeri Sembilan,14,4,6,2,26,33,59,C
2017,914,Male,Negeri Sembilan,14,10,3,1,28,33,61,B
2012,915,Male,Sarawak,18,6,7,4,35,26,61,B
2014,916,Male,Johor,18,5,6,3,32,37,69,B
2013,917,Female,Sabah,20,3,8,2,33,31,64,B
2018,918,Female,Kedah,20,3,3,3,29,39,68,B
2017,919,Male,Johor,17,5,9,2,33,24,57,C
2013,920,Female,Sarawak,15,5,4,2,26,32,58,C
2016,921,Female,Johor,19,6,5,1,31,31,62,B
2017,922,Male,Pahang,15,10,10,2,37,35,72,B
2019,923,Female,Selangor,16,7,7,1,31,33,64,B
2014,924,Male,Sabah,15,6,8,3,32,29,61,B
2019,925,Female,Penang,20,9,3,2,34,25,59,C
2014,926,Female,Negeri Sembilan,16,10,8,4,38,34,72,B
2012,927,Female,Malacca,15,6,10,2,33,33,66,B
2017,928,Female,Johor,14,6,7,2,29,39,68,B
2012,929,Male,Kelantan,16,8,7,5,36,35,71,B
2016,930,Male,Pahang,16,5,5,1,27,23,50,C
2017,931,Female,Penang,14,10,8,1,33,35,68,B
2013,932,Male,Sarawak,18,6,4,2,30,37,67,B
2017,933,Male,Terengganu,15,6,4,1,26,35,61,B
2015,934,Male,Negeri Sembilan,17,8,10,2,37,35,72,B
2019,935,Female,Kelantan,19,5,8,5,37,37,74,B
2016,936,Female,Johor,21,6,3,4,34,29,63,B
2018,937,Female,Penang,18,5,9,4,36,38,74,B
2017,938,Male,Terengganu,14,4,3,5,26,22,48,F
2018,939,Male,Perlis,19,8,5,3,35,39,74,B
2014,940,Male,Selangor,16,6,5,1,28,32,60,B
2013,941,Female,Sabah,20,7,8,2,37,28,65,B
2015,942,Female,Selangor,19,6,9,4,38,30,68,B
2016,943,Male,Sarawak,14,7,10,1,32,24,56,C
2012,944,Female,Pahang,17,7,3,5,32,26,58,C
2014,945,Female,Johor,15,3,10,4,32,24,56,C
2013,946,Female,Perlis,13,8,4,1,26,33,59,C
2012,947,Male,Perak,21,6,4,5,36,26,62,B
